name,addr:postcode,addr:street
Chino Chang
Restaurante Cueva de Nerja
Bar Clemente
Duquesa de Parcent
El Mirlo Blanco
Bamboo,29780,Plaza de los Cangrejos
Mirasol
Jamaica
Restaurante El Paraíso
Cochran's Terraza
La Biznaga
La Farola,29793,Avenida de España
Virtudes
El Higuerón
Curry House
Bar Arroyo Hondo
Pepes Beach
La Antigua
La  Restinga Beach
El Puente
Moreno y Sol
Las Palmeras
El Pino
Kanema
Chiringuito Victoria
Chiringuito Varela
Gazpacho II
El Conejo
El Cruce
La Raqueta
Alegre
La Puntilla
"Chiringuito Alonso ""El Pionero"""
Mirador de Güilche
Chiringuito Laguna
Taberna El Tapeito,29793,Paseo Maritimo
Chiringuito Torrecilla 3
Vitaliano
Da Vinci
Tai,29780,Avenida Castilla Pérez
conect@.t
Ruskins
Cobos
Las Viñas
Kalifato,,Playa de Carvajal
JJ's
Tropicana
Cafeteria La Palma,29680,Calle Terraza
Menceys,29680,Avenida de San Lorenzo
La Sureña,29680,Plaza de las Flores
Café Central,29016
La Rambla
Cafe Paris
Camping Presa del Viñuela
Taberna Mansiega
Zoya
Chiringuito Central
Cielito Lindo,,Calle El Barrio
Paradores
Don Miguel
Jerez
El Palangre
Bar Stop
La Vela Azul
Cafeteria Bayleys
Restaurante Puerto Blanco
Restaurante Eclipse
Funky Forest
Bar Virutas
Bar La Prisa
Bar Los Poetas
Restaurante Manolo
Bar Las Tablas
La Bodega
Arrocería Varadero
La Viuda,29750,Carretera de Almería
La Competencia
Frascati,29004,Calle Rogelio Oliva
Tapintxo
The Wok
La Sorpresa,29793,Paseo Marítimo
Bella Vista Restaurant,29793,Paseo Marítimo de Ferrara
Restaurante El Picadero,29793,Paseo Marítimo Ferrara
La Blanca Paloma,29793,Paseo Marítimo Ferrara
Restaurante Holiday Lounge
Restaurante Pepe Rico
Uppa Crust
Bar One
La Pescia
El Apartamento,29008,Calle Carretería
Beluga,29005
H20
El Nino
Dal Toscana moved to Pintada
Atalaya Golf & Country Club
Sinatra's
El Mirador,29788,Calle Santo Cristo
La Bodeguilla
Pizzeria Roima
Carlos Molineta
Axarquía
MarBella
San Miguel
Miel y Nata Mountain,29649,Calle José de Orbaneja
Don Juan
Perico,,Plaza Almijara
Venta de Palma
Cortijo Paco
Cantueso
Amstrongs Restaurant
Los Alamos
Venta Bar Vargas
Rincon de la Villa
Bodeguita Chaparro
Meson Los Claveles
Meson La Pozuela
Restaurante Puente Aguila
Asador El Muelle
Las piedras
Papillon (abandoned),29649,Calle José de Orbaneja
El Molino
Miel y Nata Los Cipreses
La Casita,29360,Calle Cardenal Herrera Oria
Bodega El Rincón,29360,Plaza de la Constitución
Meson Los Alcornocales
Villa Paradiso
Akira Fuji
The Boathouse
Los Olivos
Alberts Bar & Grill
La Dispensa
Da Vinci's
Dempsey's
Bread's
Willson's Cafe Bar
Little India
Little Mexico
Rumores
Little Italy
Fish & Co
Fong Sheng
Slow Boat
Bogart's
El Fogón de Flore
Bodega El Cordero
Terraza Bar
El Fogon de Flore
Venta El Kiko
Bar Casa Corado
La Taberna,,Calle Almirante Ferrándiz
El Pulguilla,,Calle Almirante Ferrándiz
Paco Mari
Sevillano La Tasquita
Pepe Rico
Meson La Casa Nueva
Laura
El Baron
Vista Verde
La Terraza
Venta Cozar
Cafeteria Nachs
La Marina Marisqueria,29780,Calle Castilla Pérez
La Playa
Starbucks
Cacola
Costa
Génesis
First
Jose Cruz
El Taller
Jing
tropical
Chiringuito Mambo
Almanzor
Marissal by Dorobe
Caffe Pascucci Shop Málaga
Venta Solera,29491,Carretera Ronda-Gaucin
Bar Guayacan
Kabilas
Ristorante La Paladoro Pizzeria
Torreón del Mar
Restaurante Rincón del Mar
Restaurante Los Remos Lazaro
Carmen
Mendora
Sabatini's
ElCaprichol
Ruby's
El Mero
Zirkos
El Capricho de Torrequebrada
Coco's
Merendero el Malagueño
Dai Grifoni
Meeting Point Café,,Avenida de las Palmeras
Harry's Restro,29630,Avenida de las Palmeras
Restaurant Orient Palace II,,Avenida de las Palmeras
Antons bar
Mesón Los Monteros
El Anafe
Sal y Pimienta
Cafe Toto,29700,Plaza Carmelitas
Made in Italy
Bar Restaurante El Molino
Elviria's Deli,29604,"N-340, KM 192"
Meson Los Rosales
Bar El Santo
Cafetería Bokagua
Mesón Alameda
Hostal Rural Venta La Vega,29400,Carretera Ronda-Jerez
Estilo Campo,29640,moncayo N 7
La Plata. Casa Matilde,29790,N-340A
Esperanza
Ventas el Conde
Puero Nizza,,N-340A
Mr. You Coffee
The Escape
El Vegetariano de Alcazabilla,29015,Calle Pozo del Rey
Peña La Cresta
Restaurante El Golf
Mirador de la Peana
El Oasis
El Yantar
Bar La Pena
Zero 81,29620,Calle Caputulaciones
Anahi
Los Caballos
Restaurante Bracamonte
Restaurante Los Bravos,29004,Calle Argonautas
Bar Restaurante Lola,29220,Calle Real
Cafeteria-Bar Halomon,29680,Puerto Deportivo de Estepona
Villa Tiberio
El Caserio
Paco Heidi
Bar Allioli
Café Bar Europa,,Avenida Federico García Lorca
Tick Tack Arrocería,29004,Calle Rogelio Oliva
Taberna Marinera El Ancla,29680,Avenida Andalucía
Taberna La Puerta de Atrás
La Purisima,29017,Calle Juan Valera
Jolly Rogers
Tikitano
Mamma Lina
El Bigote
Mulse,29730,Calle del Túnel
La Carreta,29730,Avenida de la Torre
El Balcón Cordobés,29680,Calle Alcalá Galiano
Mira Sol,29730,Poeta Manuel Alcantara
Rincon de Miguel,29730,Avenida de la Torre
Casa Paca
Sunset Beach
Los cano loft
Los Sardinales
Tibu
The Pasta Lounge
Ole Ole
El Merendón
Amore e Fantasía
Seven
Meson Andaluz Vicente
Cafeteria Capricho,,Avenida de Andalucía
Calima
Swaghat
"""The Family"" restaurant and bar",29649,Calle José Orbaneja
Esquina de Miguel
Cafe Competa
Alicat Bar
Despacho de Fernan
Casa Paco
Bar Ortega
Kohala Poké,29602,Avenida Antonio Belón
El Rincón de Andrés
Bar La Cafetería
Bar Marin
Malibu Beach Bar
Bar La Plaza,29180,C. Real
Venta El Charco
Mesón de Bravo
Casa Ortega
El Campillo
La Teraza Restaurant
Cafe Mercado
Cruz Blanca
Ta-Kumi
Besya Beach
Hard Rock Cafe Marbella
Peperone
Pup DCCO
Cafetería Plaza
Garum,29602,Avenida de la Fontanilla
Da Bruno Pasta
Cafeteria Tulipan
Food House
Franks's
Pastas Frescas Pomposiello,29601,Calle de Jacinto Benavente
Viña del Mar
El Paso
Bar Restaurante La Serrania
Bar Paco Pepe
Taberna El Zorro
El Mirador
Casa Antonia
La Canasta,29015,Calle Marqués de Larios
Brunchit,29015,Calle Alcazabilla
Pepa y Pepe
Taberna Matahambre
El Beato
Venta Galwey
Géminis
Safari Lounge
Pippo
Mesón Rodeño
Pica&Pizza,29640,Avenida Acapulco
Yano's
Bar Cocina Witi
The Forge
Venta Victoria
Bar Cafetería Ortigosa,29400,Calle San Vicente de Paúl
Voltasur
Restaurante Bar Cerezo,29755,Calle de la Estación
Las Gemelas
Venta La Venta
Venta La Codorniz
Restaurante Metro
Clandestino
La Plaza,29015,Calle Alcazabilla
Los Turroneros
Mesón Gibralfaro
Cafe & Bar Alhambra
Bar Juanete,29753,Avenida Fernandez Ramos
Jocavi
Medel
Cónico
Cafe Centro
la ferretería
Dehesa Santamaría
"La Parrala ""Ayo""",29780,Paseo de Burriana
la plaza
Venta los Morenos
Meson Casa de la Abuela
Restaurante El Reservado de Toni
Marina Playa
El Muro
Bruxelles
Santo
"Paco ""El Churretero"""
Raw
Tropy Sol
La Gastronomia
Cafe Plaza
Indian,,Avenida Polaris de Riviera
Mao
Tertulia
El Dorado
La Menorah
Casa del Club
Los Campanillas
Candelaria,29011,Calle Nuestra Señora de los Clarines
El Traguillo
Boca Boca,29793,Avenida América
El Café
Don Joaquín
La Taberna de Lucía 2,29680,Calle Real
La Taberna de Lucia 3,29680,Avenida Luis Braille
El Rincon Toscano,29680,Calle Real
La Tetería
Café glassé
Restaurante Cienfuegos
Los Conejitos
Barraca Beach
La Cuisine
El Cortijo
Kikos
Café
Santa Maria
Bikini Beach
Chiringuito El Cateto
Restaurante Amanecer Fuengirola
La Caracola,,Paseo Marítimo Rey de España
Twenty Seven
Kamana,,Paseo Marítimo Rey de España
Chiringuito Oasis
Restaurante Salvador El Lotero
Fuengimar Restauracion,29640,Paseo Marítimo Rey de España
Chiringuito Los Andaluces
Los Marinos Paco,29640,Paseo Marítimo Rey de España
China House
Mogador
Jaime
La Taberna de Pepe Moles
Malibu
Meson Jose y Victoria
Sekai
oliva
El Capricho
Bellavista Mare,29004,Paseo Marítimo Antonio Banderas
Marisquería La Mayor
Heladería Valentino,29640,Paseo Marítimo Rey de España
La Perla,29639,Calle Ibiza
Tipi Tapa,29640,Calle Málaga
Dos Leones 2
Sushi som
Bar Antonio
Porras,29650,Plaza de la Libertad
pizzeria Marta,,Calle Geranios
Gambrinus
El Tomillar
Chopp
El Limonar
MataHambre
Café Pizzería La Capricho,29140,Camino Nuevo
Richi Asador de Pollos,29793,Avenida García Peñalver
Cafeteria Javier,29793,Avenida García Peñalver
La Espuela
Mama Luchia,,Calle San Pablo
Mesón El Escribano,29200,Plaza del Escribano
Venta Los Pilotos
El Tropezón
Magnolia
Moka
Trastevere
Amador,29190,Calle Bandaneira
Terra sana
Altamirano,29601,Plaza Altamirano
The Farm,29601,Plaza Altamirano
Zozoï
El Mesón de Cervantes,29012,Calle Álamos
La Romantica
Tapeo de Cervantes,29012,Calle Cárcer
Taperia de Sybaris
el casino
Hotel Las Villas de Antikaria
Croissant,29005,Calle Atarazanas
La Aldea,29005,Calle Esparteros
Mesón Lo Güeno,29005,Calle Marín García
Starbucks
Hotel Mesón el Número Uno,,Calle Lucena
El madrugón
La Terraza,29649,Calle Mirador de Cala Golf
rocaBella
Tetería El Pequeño Buda,29010,Calle Antígona
La Taberna del Cura,29015,Calle Strachan
Gorki,29015,Calle Strachan
Robin Hood
Cafetería Teide
Restaurante Asiático Thai China,29130,Avenida Reyes Católicos
Restaurante Gracia y Paz
Las Tres María
La Tapería Gastrobar,29130,Avenida Reyes Católicos
La Baranda
Balbuena Mesón Asturiano
ETC
La Canasta
Heladería Inma
Mesón Ibérico Dehesa Las Hazuelas
Bodega La Muralla
Arte de Cozina,29200,Calle Calzada
Bar A La Fuerza,29200,Calle Alameda
La Plaza
La Esquinita
Bar Restaurante El Frenazo,,Calle Estebbuna
Restaurante Bravo
El Caseron de Guaro
Bar Pulgarin
Los Pirineos
La Parada
La Clave
Venta de Curro
Bodegas Agustín
Poppins
Restaurante La Perdiz
Rincón del Sol
Pinoccios
Cafeteria Heladeria Albi
Restaurante El Nautico
Sala Casarte Azul,29700,Avenida Camino Viejo de Málaga
Tiffany's,29015,Calle Alcazabilla
Katogui Agora,29015,Calle Alcazabilla
Cortijo de Pepe,29012
Lorenzo Trattoria
Esquina La Merced
Cafe Merced,29012
Restaurante Ispaña,29012
El Clan,29012
La Plaza,29012
Picasso Bar Tapas,29012
Cafe Con Libros,29012
Re-pitta,29012
Cañadú,29012
El Carmen,29012
Noviembre,,Calle Álamos
El Pescaito
La Brocheteria
El Palco
Bar Cervantes
Vino Mio
Udon,29008,Calle Méndez Núñez
Palacio Nazari
Tejeringo's
Neptuno
La Tasca
La Piconera
Metro-Copas
Soho
Pepa Y Pepe
La Casa del Perro
La Cueva de 1900,29005,Calle de Alarcón Luján
La Cueva de 1900,29005,Calle Martínez
Los Mellizos Málaga,29015,Calle Sancha de Lara
Cafe Moka
La Dehesa
El Rescoldo
La Barra
Dgustar
La Reserva,,Calle Bolsa
La Cocotte
Pastrani
Mesón La Cepa
Lo Gueno
L'experience
La Malagueña
Bella Roma
Mediterráneo
Carlos
Kronox
Asian Ben
El Romero
Casa Aranda,29005,Calle de la Alhóndiga
La Taberna del Pintxo,,Calle de Alarcón Luján
cafestore,29620
Tandoori
Gabi,29017,Calle Quitapenas
Restaurante Hija de Antoñín,29017,Calle Quitapenas
El Zagal,29017,Calle Quitapenas
Bar Merendero Los Marineros,29017,Calle Quitapenas
Bodegas Quitapenas
Cuatro Esquinas
Salón Florido
Migui
La Oficina
Locutorio
Rompeolas,29017,Paseo Marítimo El Pedregal
""" cafestore"""
Restaurante La Paella
Chilli,29688,Calle Isla Verde
Astorga
Back,29602,Calle de Pablo Casal
Mesón Casa Anita,29014,Calle Alcalde Joaquín Quiles
Mariano,29008,Calle Granados
Mesón El Caballo,29640,Calle Lamo de Espinosa
Mesón El Pollo del Tío Paco,29004,Calle Londres
Cortijo de Pepe,29017,Avenida Pío Baroja
Pomodoro,29004,Avenida Molière
Café Molière,29004,Calle Palma del Río
El Almirez,29002,Calle Río Rocío
Mesón Alvaluz,29007,Calle Stendhal
La Colmena,29002,Calle Cuarteles
La Rambla,29001,Calle Tomás Heredia
Mesón Gallego,29001,Calle Martínez Campos
El Huesca,29015,Calle Cañón
La Cepa
Rincón Catedral
Rincón de los Cazadores,29007,Calle Santa Elena
Mesón Antonio,29005,Calle Fernando de Lesseps
Los Robles de León,29009,Avenida Luis Buñuel
El Tomellar,29190,Calle Nísperos
Bahia cafebar
La Campana
El Mirador de Al-Andalus (closed)
Muelle de Arriate,29350,Estación de Arriate
Bodega WAYKIKI,29670,Calle Don Vito
PuntArena Bar Playa,29790
Restaurante El Río
Bar Diamante
Inga's café
Restaurante Meguiñez
Tapas Bar El Río
Cappuccino's
La Carihuela Chica
Churrería Amanecer
Alarcon,,Calle Lasta
Restaurante Los Arcos
Kaede Restaurante Japones
Restaurante La Alcazaba,29650,Plaza de la Constitution
Pizzeria Oscar
Taperia Bahia
La Tradicional,29670,Calle Palencia
Noodles
,,Parque del Sol
Casa Agustín,,Calle Huelva
Platero & Co,29480,Calle Los Bancos
Bar El Portesuelo
Mirador de la Sierra de las Nieves,,"Carretera Ronda-Málaga, km 42"
Tejada,,Plaza de la Constitución
Bamboleo
La Galera
Bar Salamanca
Molino Andaluz,29004,Calle Alejandro Casona
Bar Pajuelo
La Raiz
Pub El Otro Lado
Casa Rural Ahora,,Calle Lepanto
Pizzeria Arena,29770,Paseo Marítimo de Ferrara
El Fuego
La Casa - Restaurant
Cafébar Aries
Refugio del Baco
Bar La Cruz
El Atico
Casa Paco
Poseidón
Virgen de la Peña
Mare Nostrum Beach
Café Simone
"Al vino, vino!"
Chambaro
Lola's Tapas
Taberna Txakolí
Cazuelas Bar
La Piedra
Casa Gerardo,29340,Calle Nueva
Copete,29340,Calle Francisco Arjona
Bar,29340,Calle Cardenal Espínola
El Tarugo,29340,Calle Cardenal Espínola
Nicolas,29340,La berbena
Tetería,29340,Calle Porras
Taberna Ríos,29340,El plao
Las espeñas
Tejeringos
Guadalupe
Taberna Casa del Volapié
Rafilú
Trocadero,29631,Avenida del Sol
La Tranca,29012,Calle Carretería
Ciao
El Cortijo
Pedro Romero,29400,Calle Virgen de la Paz
Brödernas
El Caleño,29017,Paseo Marítimo El Pedregal
Pizzería Mammalina
El Gaucho de Banús
Cónico
El Pan de Eric
Tetería Nirvana
Troyano
Cafeteria Amistad
Betis - Hnos Moreno
La Villa Mexican & Grill
Paradise
Mr. Gourmet Burger
Cafetería La Pausa
BOLERO
Frutos
Il Clandestino
The Katmandu
MARVELLOUS
El Rincon de Victoria
Los Pescadores
Venta Vázquez
La Cantina,,Plaza Almijara
Kontiki
Andele!! Andele!!,29780,Avenida Mediterráneo
Bar Gonzalez
Restaurant
Don Enrique
Cuatro Esquinas,,Calle Pintada
En Pa Ca,29002,Calle Mendívil
Pizzeria Mariloli,29002,Calle Héroe de Sostoa
Bar Mijas
Espiga,,Avenida Joan Miró
Churros & Noodles,,Calle Santa Gema
Bar Didi
New Carambola
Pil Pil
Pomodoro
La Canasta
Casa Luciano
El Oceano
El Calmar
Granier,29631,Calle Blas Infante
Casa Emilio
El Filósofo Mudo
La Alternativa
La Despensa del Aceite
Cafe Bar Plaza España
Bar Sin Nombre
Siam
La Mamma
Brujas
Victor **
El Pozo,29740,Paseo Marítimo Poniente
Alfrieg Steak House,,Calle Lope de Vega
Parilla Argentina Cosquín
Jacaranda
Café Churreria El Parque
Casa Colón,,Calle Troncón
Bubba.bar
La Oliva Taberna
La Esquina de Chinorros
Restaurante Vegetalia,,Calle Santa Isabel
La Terraza
Chirimoya
Bar Piilo
Bar Gamonal
Thelman baari
Taberna Matahambre
La Posada de Brasil
La Canasta
Ikaros Café
Restaurante El Faro
Cafetería-Bar Emmi
Bar Arjona
El Jazzy Bar
LULU’S,,Avenida de la Constitución
Bar de Tapas Lidia
Kardemumma café & restaurante
Jupiter Bar
La Niña del Guardia
Cafetería Antonio
El Forno de Piedra
La Huerta
Porto di Mare Pizzeria
Casa Arjona
Asador El Pollo de Oro
Lola's Bar
Restaurante Pescadería Los Mellizos,29631,Calle Pacharan
Bar Restaurante Pepe
Restaurante Tapería Los Delantes
Jaque Mate vinos y tapas
Restaurante Hidema
Cafetería Francisco
Bar Pizzeria Mediterráneo
Artesanos del Jamón
Bar Carilles
Los Amigos del Pueblo
Euro Cafe (Cafe Bar),29620,C/ Decano Higueras del Castillo
Restaurante Begoña
Diamonds Bar,,Avenida de la Constitución
El Diablito
Bar Cafetería Las Gemelas
The 19th Hole
El Tapeo
Bar Casa Mata
Cafetería Cervecería Casa Miguel
Vinos y tapas Azafrán
Triana Churrería Tapería
Cervecería Arroyo
Pappys
Saint Tropez Los Mellizos
The Bus Stop
Casa Atenea,29002,Calle Princesa
Cervecería 100 Montaditos
Porky Pies
Domino's Pizza
Restaurante Raffles
Rincón Asturiano
Café Tertulia
Cafetería Parque Infantil Nemo
Tapas y Copas
Café Bar Carmen
Taberna Tiia Yoli
Café Bar La Calvareña
La Pimienta Freiduría,,Avenida de la Constitución
La Caña d'España
A La Turca,,Avenida de la Constitución
Mesón Los Pantintas
Chopp,29631,Calle Sol
Cafes Carambuco
Casa Bouda - Tapería pinchetería
Da Riccardo
Restaurante El Mirador
Kevals bar
Restaurante Chino Internacional II
Restaurante Plankstek Los Pacos,29640,Avenida de Finlandia
Restaurante Happy Days Smørrebrød
Flash Coffee
Embrujo
Bar Cocina Jazmin
Picolo
Bar Tito Juan
La Bodeguita de Blas Infante
Bar Las Flores
Lizarran
Village Café
Casa Italia
La Pesquera de San Pedro
Pizzeria Picasso
Grana2 Cafe
Cafe Gio's
Park Lane Sport
Sequoia
Patrick's 19th
La Habana de Hemingway
Top Thai,,Avenida de Manolete
Joy's Live
Red Pepper
Babilonia Banus
Khans
Carpaccio
Paparotti
Da Paolo
Port Side
León de Oro
Don Leone
Marrush
Sinatra Bar
News Cafe
The Old Grill
Jack's American Braserie
Cerveceria La Fria
Azul Marino
Aretusa
Los Bandidos
Starz
Cafe de Ogaret
Black & White
Belvedere
El Gran Gatsby
El Torero
Mumtaz
Baalbak
La Marina
Deli del Mar
La Pappardella
La Creperie
La Bocana
El Rancho del Puerto
Sushi Banús
Piucaro
Taberna del Norte
Natural Juice Bar
Shicha Lounge
Gold,29660,Complejo Benabolá
Bistro D'or Dion
Al Capone
Linekers Bar
The Lounge
Route 66 Marbella
The Sushi Bar
The Noodles Bar
Samna
Le Petit Bistro
La Bodeguita
Tequila
Siempre Igual,,Calle Jerez
La Esquinita del Chupa y Tira,29012,Calle Victoria
La Laja
El Navasillo
El Adarve
Teteria Zaidin
Bar La Piconera,,Calle Comandante Salvador Carrasco
La Molienda,,Calle Comandante Salvador Carrasco
Circulo de Artista
La Posada
Michelangelo
Vesubio
El Cante
Velasco
Camelot Gastrobar,29400,Calle Comandante Salvador Carrasco
Bodega San Francisco,,Calle Comandante Salvador Carrasco
Los Reguera
La Tahona,,Calle el Zacatin
El Piano
Lekune
Bar Cafetería El Castaño
Andalucía
Carolina,29002,Calle Ayala
Nacho Bell
playa flamenco
La Caverna
Café con Arte
Hong Kong
Jaipur Palace
Venta el tropezón
Es Pan´s
Restaurante Los Marines e Hijos
El Coto
Hogar del jubilado
El Figon
The Restaurant at Burriana
The Steak House at Burriana
Rincon del Sabor
Bar Los Cunaos
Los Bilbainos,,Calle Alejandro Bueno
Shambles Karaoke Bar
La Posada Iberica
Colloseo
Los Huertas del Seviliano
,29016,Paseo de la Farola
Trocadero Casa de Botes,29016,Paseo de la Farola
Mercado Provenzal
La Cosmo,29015,Calle Císter
Café Madrid,29008,Calle Calderería
Be Happy
Café Bar Flor,29016,Paseo de Reding
Granier
Casa Lola
Cafeteria
Pasta Fresca,,Avenida Antonio Machado
Bar Paco,29692,Plaza Gineba
Rosa de los Vientos*
Cafe del Mar
Berebere
Las Ninas
Maenoba
El Hornillero
Churrería La Cordobesa,29680,Avenida de Libertad
Lume
Keluco's
Merendero El Cabra Ovidio playa,29017,Paseo Marítimo El Pedregal
El Rubio
Restaurante Escollera,29680,Puerto Pesquero
Chino Playa,29620,Avenida Isabel Manoja
Bar Ámsterdam
Vanilla Café
Los Pampas,29620,Calle Danza Invisible
Le Pizze
VIP,29620,Calle San Miguel
La Escalera,29620,Calle de la Cuesta del Tajo
El Velero,29620,Paseo Marítimo
La Brasería,29620,Paseo Marítimo
Las Barcas,29620,Paseo Marítimo
Amillo,29620,Paseo Marítimo
Las Brasas
El Paseo,29620,Paseo Marítimo
Maná,29620,Paseo Marítimo
José Cerdán,29620,Paseo Marítimo
Shamba,29620,Paseo Marítimo
Pepe y Carmen,29620,Paseo Marítimo
El Galeón,29620,Paseo Marítimo
Mari y Sergio,29620,Paseo Marítimo
Andaluz,29620,Calle de Antonio Navajas Ruiz
New Mario,29620,Calle Casablanca
Jimmy Beach,29620,Paseo Maritimo
Casa Pascual II,29620,Calle de Chiriva
Playa Miguel,29620,Paseo Maritimo
Rincón de Enrique,29620,Paseo Maritimo
Horno Beach Club,29620,Paseo Marítimo
The Launch,29620,Calle de Carmen
Cervera,29620,Paseo Maritimo
La Zoca,29620,Calle Bulto
The View,,Calle Nerja
La Tómbola,,Paseo Marítimo
La Tasca
Hans en Grietje,,Calle de los Nidos
La Huerta
Florín
The Cosy Nook,29620,Calle Decano Higueras del Castillo
La Biznaga,29620,Plaza de la Nogalera
Cafetería Latino,29620,Paseo Marítimo
La Piccola Italia,29620,Paseo Marítimo
Granier,29620,Paseo Maritimo
Los Pescadores,29620,Paseo Maritimo
Admiral Sports Bar,,Paseo Maritimo
Juan Carmona,29620,Calle de Mar
Bodega Contreras,29620,Calle del Bulto
Mesón La Tralla,29620,Calle del Bulto
Gran Hong Kong,,Calle del Bulto
Pizzeria Napoli,29620,Calle del Bulto
La Cigala Playa,29620,Calle del Bulto
El Mojito,,Calle del Bulto
La Fragata de Tito,,Paseo Marítimo
La Jabega,,Paseo Maritimo
El Fogón de la Abuela,29730,Calle de Córdoba
Venta La Parra
Restaurante La Mirada
Restaurante Premier
Restaurante La Barbacana,,Calle Carretería
Café Berlin,29015,Calle Afligidos
Restaurante Chino Olimpica,,Calle Carreteros
Marengo,,Plaza de las Descalzas
Bar Restaurante El Chiringuito,,Villa Castillo Avenue
Bar La Plaza
Bar Restaurante Los Arcos
Los Gatos,29008
Taberna El Rincón de Lola,29200,Calle de la Encarnación
Sylt
Las Mimosas
Laurel
Roquefort
Cervecería La Sureña
Los Delfines
El Tres,29016
Cafe París
Venta el Boticario
Restaurante La Bodega del Bandolero,29462,Avenida Havaral
Restaurante Cortijo del Alcázar
Bar Sánchez
Bodega San Francisco,,Plaza Ruedo Alameda
Casa Maria
Hnos Moreno
Venta Pastelero
La Posada del Torcal
Hotel Puerto El Peral
El torcal
Bar Oasis
La Barca,,Avenida Duque de Ahumada
El Pescador
Asador Gudalmina
BODEGUITA LA AGÜELA,29670,Calle Lagasca
Kaiser American Food,29190,Calle Lope de Rueda
Pampa - Tablas y Tapas,,Avenida Virgen de la Peña
De Locos Tapas,29400,Plazuela Arquitecto Pons Sorolla
Carabeo Lounge
La Rienda
Turry tapas bar
Benítez,,Calle Hernando Carabeo
Cibeles
Miralmar restaurant
El Candil
Potter Lodge
Restaurante Caribe
Bar El Molino,,Calle San José
Restaurante Fuente La Peña
Venta el Golf,,Av. del Sol
Antonio,29017,Calle Playa del Chanquete
Albarra
La Quinta,29400,Calle Cruz Verde
Golden Beach Bar Restaurant
Cafeteria Málaga Bus Restaurante
Casa Lucas,29004,Paseo Marítimo Antonio Banderas
El Cerro
La Cúpula
Finca La Peseta
Tito's
Da Carlo
El Colorao
La Parada
Redondo Fish
Italica
Julies & Valeri's
La fuente
Michel
Sapore Italia
Kronox,,Calle El Barrio
Holy Hops,29640,Calle Miguel de Cervantes
Tolo Almay Te
La Campana,,Calle Granada
Casa del Piyayo,,Calle Granada
Bodegas Quitapenas,,Calle Sánchez Pastor
Limonar9
Real Bajo
Legends
Café Bar El Chico,,Plaza del Carmen
La Galerna,29017,Paseo Marítimo El Pedregal
Hornos Villanueva
Costa del Sol
Hnos. Ortigosa
"Bar ""La Mesa"""
Arena Resto & Bar,29620,Paseo Maritimo de Playamar
"HESTIA Lounge, Copas y Comidas",29600,Muelle de Teresa Zabell
Avalon Gourmet,29602,Avenida Duque de Ahumada
Casa del Corregidor,29601,Plaza de los Naranjos
The Barber Club
La Taberna del Sacristan
Barroso
La Tinaha
Madras Curry House,29793,Avenida de Andalucía
La Mesa
Casa Pepe
Sierra de las Nieves
Sai Indian Restaurant,29649,Calle Torremolinos
Aroma Cafe & Secret Garden,29650,Calle San Sebastián
Bar Cafeteria Virgen de la Pena
Il Boccaccio
Indalo,29692,Plaza de Ginebra
La Rustica
Armonia
Kalvito
Caliu
Garden,29788,Calle Santa Cristo
La Cubana,29639
El Jardín de las Delicias,,Calle Ildefonso Marzo
Tetería Palacio Nazarí,,Calle San Agustín
Bollywood,,Avenida del Prado
La Latina
Top Jamón
Hamburgurdería M&S,,Arroyuelo
